Bank Name,Holding Company,Rank,Bank ID,Location,Charter,Consol Assets ($M),Domestic Assets ($M),Domestic %,Cuml %,Branches Domestic,Branches Foreign,Foreign Exposure (Y/N)
MANUFACTURERS BK,SMBC AMERS HOLDS,246,930965,"LOS ANGELES, CA",SNM,4735,4735,100,91,8,0,N
SOUTHERN B&TC,SOUTHERN BSHRS NC,247,717924,"MOUNT OLIVE, NC",SNM,4658,4658,100,91,58,0,N
HOMETRUST BK,HOMETRUST BSHRS,248,212577,"ASHEVILLE, NC",SMB,4651,4651,100,91,35,0,N
WILSON B&TC,WILSON BHC,249,159636,"LEBANON, TN",SNM,4624,4624,100,91,30,0,N
COMMUNITY BK OF MS,COMMUNITY BSHRS ESOP,250,460033,"FLOWOOD, MS",SNM,4617,4617,100,91,51,0,N
SUMMIT CMNTY BK,SUMMIT FNCL GROUP,251,2372774,"MOOREFIELD, WV",SNM,4577,4577,100,91,52,0,N
FIRST B&T,FISHBACK FC,252,77851,"BROOKINGS, SD",SNM,4551,4551,100,91,23,0,N
BRIDGEWATER BK,BRIDGEWATER BSHRS,253,3378773,"SAINT LOUIS PARK, MN",SNM,4548,4548,100,91,7,0,N
NORTHBROOK B&TC NA,WINTRUST FC,254,2938198,"NORTHBROOK, IL",NAT,4547,4547,100,91,6,0,N
ENTERPRISE B&TC,ENTERPRISE BC,255,1356768,"LOWELL, MA",SNM,4482,4482,100,91,26,0,N
CARTER BK & TR,CARTER BSHRS,256,3476192,"MARTINSVILLE, VA",SNM,4447,4447,100,91,63,0,N
BANK OF STOCKTON,1867 WESTERN FC,257,479268,"STOCKTON, CA",SNM,4443,4443,100,92,19,0,N
SOUTHERN BK,SOUTHERN MO BC,258,272272,"POPLAR BLUFF, MO",SMB,4420,4420,100,92,65,0,N
TEXAS B&TC,RJ POPE MGMT GP LLC,259,949154,"LONGVIEW, TX",SNM,4368,4368,100,92,21,0,N
INWOOD NB,INWOOD BSHRS,260,913753,"DALLAS, TX",NAT,4337,4337,100,92,12,0,N
INTERBANK,OLNEY BSHRS OF TX,261,1187001,"OKLAHOMA CITY, OK",SMB,4322,4322,100,92,45,0,N
LEADER BK NA,LEADER BC,262,3109146,"ARLINGTON, MA",NAT,4297,4297,100,92,6,0,N
HILLS B&TC,HILLS BC,263,731247,"HILLS, IA",SNM,4244,4244,100,92,17,0,N
FIRST NB OF LONG ISLAND,FIRST OF LONG ISLAND CORP,264,837000,"GLEN HEAD, NY",NAT,4216,4216,100,92,40,0,N
ENCORE BK,ENCORE BSHRS,265,2594240,"LITTLE ROCK, AR",SMB,4187,4187,100,92,15,0,N
CITY BK,SOUTH PLAINS FNCL,266,575254,"LUBBOCK, TX",SNM,4184,4184,100,92,27,0,N
CAPITAL CITY BK,CAPITAL CITY BK GRP,267,876634,"TALLAHASSEE, FL",SMB,4143,4143,100,92,61,0,N
DBA FIRST CONVENIENCE BK,FIRST CMNTY BSHRS,268,613950,"KILLEEN, TX",NAT,4107,4107,100,92,344,0,N
BANK FIRST NA,BANK FIRST CORP,269,594947,"MANITOWOC, WI",NAT,4087,4087,100,92,27,0,N
ROYAL BUS BK,RBB BC,270,3835454,"LOS ANGELES, CA",SNM,4067,4067,100,92,23,0,N
VERABANK NA,VERABANK,271,56351,"HENDERSON, TX",NAT,4039,4039,100,92,40,0,N
BANK OF MARIN,BANK OF MARIN BC,272,1436204,"CORTE MADERA, CA",SNM,4036,4036,100,92,29,0,N
SOUTHERN FIRST BK,SOUTHERN FIRST BSHRS,273,2849801,"GREENVILLE, SC",SNM,4020,4020,100,92,11,0,N
BAR HARBOR BK & TR CO,BAR HARBOR BSHRS,274,522605,"BAR HARBOR, ME",SNM,3981,3981,100,92,53,0,N
FINEMARK NB&TC,FINEMARK HOLD,275,3547131,"FORT MYERS, FL",NAT,3967,3967,100,92,13,0,N
DACOTAH BK,DACOTAH BKS,276,256553,"ABERDEEN, SD",SMB,3927,3927,100,92,34,0,N
FIRST ST CMNTY BK,FIRST ST BSHRS,277,707354,"FARMINGTON, MO",SNM,3902,3902,100,92,56,0,N
RCB BK,RCB HC,278,945053,"CLAREMORE, OK",SMB,3883,3883,100,92,59,0,N
AMERICAN BUS BK,,279,2734729,"LOS ANGELES, CA",SNM,3874,3874,100,92,0,0,N
INTERNATIONAL BK OF CMRC,INTERNATIONAL BSHRS CORP,280,230759,"BROWNSVILLE, TX",SNM,3872,3872,100,92,40,0,N
ALERUS FNCL NA,ALERUS FC,281,933256,"GRAND FORKS, ND",NAT,3864,3864,100,92,15,0,N
BARRINGTON B&TC NA,WINTRUST FC,282,2508751,"BARRINGTON, IL",NAT,3848,3848,100,92,7,0,N
GREEN DOT BK,GREEN DOT CORP,283,243375,"PROVO, UT",SMB,3843,3843,100,92,0,0,N
PEOPLES SCTY B&TC,PEOPLES FS CORP,284,278818,"SCRANTON, PA",SNM,3825,3825,100,92,27,0,N
PRIMIS BK,PRIMIS FNCL CORP,285,3325759,"TAPPAHANNOCK, VA",SMB,3817,3817,100,92,34,0,N
BCB CMNTY BK,BCB BC,286,2954059,"BAYONNE, NJ",SNM,3811,3811,100,92,28,0,N
WELLS FARGO BK S CENT NA,WELLS FARGO & CO,287,2362458,"HOUSTON, TX",NAT,3776,3776,100,92,0,0,N
BRADESCO BK,LECCE HOLDS SA,288,725732,"CORAL GABLES, FL",SNM,3765,3765,100,92,0,0,Y
FIDELITY BK,FIDELITY BSHRS NC,289,584920,"FUQUAY VARINA, NC",SNM,3763,3763,100,92,51,0,N
BANK OF THE SIERRA,SIERRA BC,290,662369,"PORTERVILLE, CA",SNM,3736,3736,100,92,34,0,N
TOWN BK NA,WINTRUST FC,291,2693264,"HARTLAND, WI",NAT,3732,3732,100,92,21,0,N
CIVISTA BK,CIVISTA BSHRS,292,542528,"SANDUSKY, OH",SMB,3718,3718,100,92,40,0,N
BANESCO USA,,293,3402913,"MIAMI, FL",SNM,3718,3441,93,92,5,0,N
CITIZENS FIRST BK,VILLAGES BC,294,1867983,"THE VILLAGES, FL",SNM,3705,3705,100,92,15,0,N
WEST BK,WEST BC,295,139740,"WEST DES MOINES, IA",SNM,3700,3700,100,92,10,0,N
COASTAL CMNTY BK,COASTAL FNCL CORP,296,2562164,"EVERETT, WA",SMB,3675,3675,100,92,13,0,N
INDEPENDENCE BK OF KY,INDEPENDENCE BSHRS,297,648242,"OWENSBORO, KY",SMB,3656,3656,100,92,26,0,N
VANTAGE BK TX,VBT FC,298,26765,"SAN ANTONIO, TX",SMB,3646,3646,100,92,22,0,N
SECURITY BK OF KANSAS CITY,VALLEY VIEW BSHRS,299,1009354,"KANSAS CITY, KS",SNM,3614,3614,100,92,34,0,N
BURKE & HERBERT B&TC,BURKE & HERBERT FS CORP,300,933621,"ALEXANDRIA, VA",SNM,3588,3588,100,92,22,0,N
CENTRAL B&TC,CENTRAL BSHRS,301,1007015,"LEXINGTON, KY",SNM,3565,3565,100,92,27,0,N
FIRST BK,,302,3401970,"HAMILTON, NJ",SNM,3558,3558,100,92,25,0,N
FIVE STAR BK,FIVE STAR BC,303,2867337,"ROSEVILLE, CA",SNM,3500,3500,100,92,6,0,N
METRO CITY BK,METROCITY BSHRS,304,3437456,"DORAVILLE, GA",SNM,3487,3487,100,92,19,0,N
NATIONAL CO-OP BK NA,NATIONAL CONSUMER CO-OP BK,305,99376,"HILLSBORO, OH",NAT,3450,3450,100,92,0,0,N
UNITED CMNTY BK,UNITED CMNTY BC,306,439338,"CHATHAM, IL",SNM,3431,3431,100,92,43,0,N
PARKWAY B&TC,PARKWAY BC,307,1001639,"HARWOOD HEIGHTS, IL",SNM,3422,3422,100,92,27,0,N
FIRST BUS BK,FIRST BUS FS,308,537449,"MADISON, WI",SNM,3419,3419,100,92,3,0,N
FIRST GUARANTY BK,SMITH & HOOD HC LLC,309,422433,"HAMMOND, LA",SNM,3416,3416,100,92,33,0,N
MVB BK INC,MVB FC,310,2757205,"FAIRMONT, WV",SNM,3398,3398,100,92,7,0,N
EXCHANGE BK,FRANK P DOYLE TR ARTICLE IX,311,507068,"SANTA ROSA, CA",SNM,3363,3363,100,92,16,0,N
FRANDSEN B&T,FRANDSEN FC,312,751656,"LONSDALE, MN",SMB,3353,3353,100,92,37,0,N
HOME BK NA,HOME BC,313,929978,"LAFAYETTE, LA",NAT,3310,3310,100,93,41,0,N
GLENS FALLS NB&TC,ARROW FC,314,866000,"GLENS FALLS, NY",NAT,3300,3300,100,93,25,0,N
CARROLLTON BK,CBX CORP,315,1001648,"CARROLLTON, IL",SNM,3300,3300,100,93,11,0,N
CAPSTAR BK,CAPSTAR FNCL HOLDS,316,3715444,"NASHVILLE, TN",SMB,3263,3263,100,93,23,0,N
FIRST CMNTY BK,FIRST CMNTY BSHRS,317,2353595,"BLUEFIELD, VA",SMB,3261,3261,100,93,55,0,N
BANKWELL BK,BANKWELL FNCL GRP,318,3109043,"NEW CANAAN, CT",SNM,3247,3247,100,93,9,0,N
BLUE RIDGE BK NA,BLUE RIDGE BSHRS,319,233527,"MARTINSVILLE, VA",NAT,3229,3229,100,93,26,0,N
GUARANTY B&TC NA,GUARANTY BSHRS,320,112163,"MOUNT PLEASANT, TX",NAT,3228,3228,100,93,33,0,N
FARMERS & MRCH ST BK,FARMERS & MRCH BC,321,214414,"ARCHBOLD, OH",SNM,3225,3225,100,93,36,0,N
BANK RHODE ISLAND,BROOKLINE BC,322,2434113,"PROVIDENCE, RI",SMB,3209,3209,100,93,20,0,N
STRIDE BK NA,CENTRAL SVC CORP,323,278555,"ENID, OK",NAT,3208,3208,100,93,10,0,N
WOORI AMER BK,,324,384018,"NEW YORK, NY",SNM,3197,3197,100,93,20,0,N
ANB BK,STURM FNCL GROUP INC,325,828651,"DENVER, CO",SMB,3192,3192,100,93,29,0,N
RIVER B&T,RIVER FC,326,3437157,"PRATTVILLE, AL",SNM,3178,3178,100,93,22,0,N
FIDELITY BK NA,FIDELITY FC,327,762474,"WICHITA, KS",NAT,3171,3171,100,93,16,0,N
FIRST B&TC,FIRST BC,328,223322,"LEBANON, VA",SMB,3148,3148,100,93,26,0,N
BRISTOL CTY SVG BK,BEACON BC,329,13103,"TAUNTON, MA",SNM,3142,3142,100,93,17,0,N
WHEATON B&TC NA,WINTRUST FC,330,2044811,"WHEATON, IL",NAT,3119,3119,100,93,7,0,N
DL EVANS BK,DL EVANS BC,331,543262,"BURLEY, ID",SNM,3091,3091,100,93,38,0,N
BANK OF TAMPA,TAMPA BAY BKG CO,332,273336,"TAMPA, FL",SNM,3087,3087,100,93,12,0,N
AMERICAN NB&TC,AMERICAN NAT BSHRS,333,958727,"DANVILLE, VA",NAT,3086,3086,100,93,29,0,N
COLONY BK,COLONY BC,334,491934,"FITZGERALD, GA",SNM,3085,3085,100,93,30,0,N
BANK ANN ARBOR,ARBOR BC,335,2390929,"ANN ARBOR, MI",SNM,3078,3078,100,93,17,0,N
RED RIVER BK,RED RIVER BSHRS,336,2743244,"ALEXANDRIA, LA",SNM,3065,3065,100,93,26,0,N
ORRSTOWN BK,ORRSTOWN FNCL SVC,337,342410,"SHIPPENSBURG, PA",SMB,3054,3054,100,93,20,0,N
GULF COAST B&TC,,338,1458608,"NEW ORLEANS, LA",SNM,3034,3034,100,93,22,0,N
INDUSTRIAL & CMRL BK,,339,1015560,"NEW YORK, NY",NAT,3031,3031,100,93,13,0,N
BESSEMER TC NA,BESSEMER GRP,340,976703,"NEW YORK, NY",NAT,3003,3003,100,93,0,0,N
FIRST WESTERN TR BK,FIRST WESTERN FNCL,341,3158546,"DENVER, CO",SNM,2999,2999,100,93,13,0,N
BANTERRA BK,BANTERRA CORP,342,502849,"MARION, IL",SNM,2997,2997,100,93,38,0,N
WESTSTAR BK,WESTSTAR BHC,343,1447639,"EL PASO, TX",SMB,2977,2977,100,93,13,0,N
SUNWEST BK,H BC LLC,344,140362,"SANDY, UT",SNM,2975,2975,100,93,8,0,N
STAR FNCL BK,STAR FNCL GRP,345,547840,"FORT WAYNE, IN",SNM,2963,2963,100,93,36,0,N
FIRST FARMERS B&TC,FIRST FARMERS FC,346,139843,"CONVERSE, IN",SMB,2956,2956,100,93,36,0,N
FIRST CITIZENS CMNTY BK,CITIZENS FNCL SVC,347,978118,"MANSFIELD, PA",SMB,2953,2953,100,93,42,0,N
MINNWEST BK,MINNWEST CORP,348,302656,"REDWOOD FALLS, MN",SNM,2950,2950,100,93,34,0,N
LAKE RIDGE BK,LAKE RIDGE BC,349,525549,"MONONA, WI",SNM,2947,2947,100,93,21,0,N
TIB NA,INDEPENDENT BKR FC,350,529958,"FARMERS BRANCH, TX",NAT,2945,2945,100,93,4,0,N
NORTHERN B&TC,NORTHERN BC,351,900306,"WOBURN, MA",SNM,2944,2944,100,93,12,0,N
FIRST NB,FIRST BC,352,439404,"DAMARISCOTTA, ME",NAT,2908,2908,100,93,18,0,N
FIRST PREMIER BK,UNITED NAT CORP,353,374653,"SIOUX FALLS, SD",SMB,2908,2908,100,93,14,0,N
BANK OF MO,RELIABLE CMNTY BSHRS,354,330855,"PERRYVILLE, MO",SNM,2903,2903,100,93,28,0,N
CACHE VALLEY BK,CACHE VALLEY BKG CO,355,995076,"LOGAN, UT",SNM,2892,2892,100,93,21,0,N
NORTHEAST BK,,356,468806,"LEWISTON, ME",SNM,2876,2876,100,93,9,0,N
FIRST DAKOTA NB,FIRST DAKOTA FC,357,441256,"YANKTON, SD",NAT,2855,2855,100,93,16,0,N
JEFFERSON BK,JEFFERSON BSHRS,358,45560,"SAN ANTONIO, TX",SNM,2841,2841,100,93,13,0,N
SUMITOMO MITSUI TR BK USA,,359,925411,"HOBOKEN, NJ",SNM,2836,2836,100,93,0,0,N
BANK OF UT,BOU BC,360,933975,"OGDEN, UT",SNM,2832,2832,100,93,17,0,N
STEARNS BK NA,STEARNS FNCL SVC ESOP,361,141556,"SAINT CLOUD, MN",NAT,2823,2823,100,93,6,0,N
AUSTIN BK TX NA,JANE AUSTIN CHAPMAN LP,362,548351,"JACKSONVILLE, TX",NAT,2816,2816,100,93,68,0,N
INVESTAR BK NA,INVESTAR HC,363,3449066,"BATON ROUGE, LA",NAT,2787,2787,100,93,29,0,N
LONE STAR NB,LONE STAR NAT BSHRS TX,364,842460,"PHARR, TX",NAT,2777,2777,100,93,36,0,N
NORTHRIM BK,NORTHRIM BC,365,1718188,"ANCHORAGE, AK",SNM,2776,2776,100,93,18,0,N
MACATAWA BK,MACATAWA BC,366,2634351,"HOLLAND, MI",SNM,2760,2760,100,93,28,0,N
NATIONAL BK OF INDIANAPOLIS,NATIONAL BK INDIANAPOLIS CORP,367,2132941,"INDIANAPOLIS, IN",NAT,2743,2743,100,93,12,0,N
BANCO DO BRASIL AMERS,,368,110936,"MIAMI, FL",SNM,2736,2736,100,93,4,0,N
TEXAS EXCH BK,,369,822556,"CROWLEY, TX",SNM,2735,2735,100,93,1,0,N
FARMERS B&TC,MAGNOLIA BKG CORP,370,12946,"MAGNOLIA, AR",SMB,2718,2718,100,93,33,0,N
BANKFIRST FINANCIAL SVC,BANKFIRST CAP CORP,371,914648,"MACON, MS",SMB,2711,2711,100,93,43,0,N
FIRST FIDELITY BK,FIRST FIDELITY BC,372,106359,"OKLAHOMA CITY, OK",SMB,2708,2708,100,93,27,0,N
MIDWEST BANKCENTRE,STUPP BROS,373,657459,"SAINT LOUIS, MO",SMB,2707,2707,100,93,16,0,N
CHEMUNG CANAL TC,CHEMUNG FC,374,884303,"ELMIRA, NY",SMB,2705,2705,100,93,30,0,N
NATIONAL EXCHANGE B&T,NEB CORP,375,722544,"FOND DU LAC, WI",NAT,2692,2692,100,93,31,0,N
FIRST CMNTY BK,FIRST COMMUNITY BSHRS,376,2596646,"BATESVILLE, AR",SNM,2687,2687,100,93,31,0,N
AMBOY BK,AMBOY BC,377,9807,"OLD BRIDGE, NJ",SMB,2681,2681,100,93,23,0,N
REPUBLIC BK OF CHICAGO,REPUBLIC BC CO,378,671334,"OAK BROOK, IL",SNM,2673,2673,100,93,18,0,N
TEXAS RGNL BK,TEXAS ST BSHRS,379,380458,"HARLINGEN, TX",SMB,2663,2663,100,93,29,0,N
VILLAGE B&TC NA,WINTRUST FC,380,2298995,"ARLINGTON HEIGHTS, IL",NAT,2620,2620,100,93,7,0,N
LIBERTYVILLE B&TC NA,WINTRUST FC,381,2339795,"LIBERTYVILLE, IL",NAT,2592,2592,100,93,7,0,N
PINNACLE BK,PINNACLE BC,382,867650,"FORT WORTH, TX",SNM,2588,2588,100,93,27,0,N
AMERICAN FNB,AFNB HOLD,383,2694681,"HOUSTON, TX",NAT,2582,2582,100,93,19,0,N
AMERICAN MOMENTUM BK,ADAM BK GRP,384,3447576,"COLLEGE STATION, TX",SNM,2579,2579,100,93,27,0,N
CHOICEONE BK,CHOICEONE FS,385,324340,"SPARTA, MI",SMB,2571,2571,100,93,30,0,N
PCB BK,PCB BC,386,3212402,"LOS ANGELES, CA",SNM,2568,2568,100,93,15,0,N
NORTHWEST BK,NORTHWEST FC,387,1387605,"SPENCER, IA",SNM,2559,2559,100,94,17,0,N
LAKESIDE BK,LAKESIDE BC,388,201834,"CHICAGO, IL",SNM,2559,2559,100,94,9,0,N
UNITED BUS BK,BAYCOM CORP,389,3281510,"WALNUT CREEK, CA",SMB,2559,2559,100,94,36,0,N
FIRST CAROLINA BK,FIRST CAROLINA FS,390,2963266,"ROCKY MOUNT, NC",SNM,2557,2557,100,94,8,0,N
UNITY BK,UNITY BC,391,1890525,"CLINTON, NJ",SNM,2551,2551,100,94,20,0,N
BANK INDEP,BANCINDEPENDENT,392,539032,"SHEFFIELD, AL",SMB,2539,2539,100,94,30,0,N
CORNERSTONE BK,FIRST YORK BC,393,403151,"YORK, NE",SMB,2532,2532,100,94,46,0,N
SOUTHERN BANCORP BK,SOUTHERN BC,394,852544,"ARKADELPHIA, AR",SMB,2530,2530,100,94,52,0,N
BRAVERA BK,BRAVERA HOLDS CORP,395,971959,"DICKINSON, ND",SNM,2522,2522,100,94,23,0,N
ST CHARLES B&TC NA,WINTRUST FC,396,428547,"SAINT CHARLES, IL",NAT,2518,2518,100,94,7,0,N
MERCHANTS BK NA,MERCHANTS FNCL GROUP,397,779351,"WINONA, MN",NAT,2517,2517,100,94,23,0,N
ACADEMY BK NA,DICKINSON FC II,398,535753,"KANSAS CITY, MO",NAT,2507,2507,100,94,70,0,N
OLD PLANK TRAIL CMNTY BK NA,WINTRUST FC,399,3404207,"NEW LENOX, IL",NAT,2489,2489,100,94,13,0,N
CB&S BK,CBS BANC CORP,400,594433,"RUSSELLVILLE, AL",SNM,2487,2487,100,94,53,0,N
FIDELITY DEPOSIT & DISCOUNT,FIDELITY D&D BC INC,401,1007819,"DUNMORE, PA",SNM,2477,2477,100,94,19,0,N
CITIZENS & NORTHERN BK,CITIZENS & NORTHERN CORP,402,895710,"WELLSBORO, PA",SMB,2471,2471,100,94,28,0,N
AMERICAN BK NA,AMERICAN BK HOLDING CORP,403,807955,"CORPUS CHRISTI, TX",NAT,2465,2465,100,94,17,0,N
SOUTHEAST BK,EDUCATION LOAN FNC,404,3110197,"FARRAGUT, TN",SNM,2454,2454,100,94,13,0,N
EMPRISE BK,EMPRISE FC,405,65858,"WICHITA, KS",SNM,2452,2452,100,94,31,0,N
CEDAR RAPIDS B&TC,QCR HOLDS,406,3029589,"CEDAR RAPIDS, IA",SMB,2447,2447,100,94,7,0,N
ARMSTRONG BK,IRONHORSE FNCL GRP,407,470452,"MUSKOGEE, OK",SNM,2447,2447,100,94,28,0,N
ORANGE B&TC,ORANGE COUNTY BC,408,176101,"MIDDLETOWN, NY",SMB,2438,2438,100,94,14,0,N
PEOPLES BK,PEOPLES BC,409,455972,"BELLINGHAM, WA",SNM,2436,2436,100,94,20,0,N
CENTRAL VALLEY CMNTY BK,CENTRAL VALLEY CMNTY BC,410,703767,"FRESNO, CA",SNM,2435,2435,100,94,20,0,N
KS STATEBANK,MANHATTAN BC,411,160959,"MANHATTAN, KS",SNM,2429,2429,100,94,5,0,N
BRYANT BK,,412,3356191,"TUSCALOOSA, AL",SNM,2423,2423,100,94,19,0,N
HABIB AMER BK,MAHAM BETEILIGUNGSGESELLSCHAFT,413,245016,"NEW YORK, NY",SNM,2417,2370,98,94,5,0,Y
QUAD CITY B&TC,QCR HOLDS,414,2142155,"BETTENDORF, IA",SMB,2414,2414,100,94,4,0,N
UNITED BK IA,IDA GROVE BSHRS,415,738040,"IDA GROVE, IA",SNM,2403,2403,100,94,35,0,N
CITIZENS & FARMERS BK,C&F FC,416,928421,"WEST POINT, VA",SNM,2401,2401,100,94,30,0,N
FIRST NB,FIRST PARAGOULD BSHRS,417,42448,"PARAGOULD, AR",NAT,2387,2387,100,94,22,0,N
ACNB BK,ACNB CORP,418,5210,"GETTYSBURG, PA",SNM,2369,2369,100,94,25,0,N
STATE BK OF TX,SBT BSHRS,419,1157415,"DALLAS, TX",SNM,2363,2363,100,94,6,0,N
STATE BK OF SOUTHERN UT,SOUTHERN UT BC,420,656470,"CEDAR CITY, UT",SNM,2334,2334,100,94,15,0,N
TRADITION CAP BK,TRADITION BSHRS,421,3344321,"WAYZATA, MN",SNM,2329,2329,100,94,3,0,N
FIRST CITIZENS NB,FIRST CITIZENS BSHRS,422,133850,"DYERSBURG, TN",NAT,2323,2323,100,94,25,0,N
BANK OF SOUTHERN CA NA,SOUTHERN CA BC,423,3076453,"SAN DIEGO, CA",NAT,2322,2322,100,94,12,0,N
TRADITIONAL BK,TRADITIONAL BC,424,786210,"MOUNT STERLING, KY",SNM,2310,2310,100,94,18,0,N
FVCBANK,FVCBANKCORP,425,3614976,"FAIRFAX, VA",SMB,2300,2300,100,94,8,0,N
SOUTHERN ST BK,SOUTHERN ST BSHRS,426,3629420,"ANNISTON, AL",SNM,2299,2299,100,94,12,0,N
JOHN MARSHALL BK,JOHN MARSHALL BC,427,3419416,"RESTON, VA",SMB,2296,2296,100,94,7,0,N
FIRST SAVINGS BK,FIRST SVG FNCL GR,428,785473,"JEFFERSONVILLE, IN",SMB,2289,2289,100,94,15,0,N
EXTRACO BKS NA,EXTRACO CORP,429,537560,"TEMPLE, TX",NAT,2279,2279,100,94,14,0,N
COMMERCIAL BK OF CALIFORNIA,CBC BC,430,3189063,"IRVINE, CA",SNM,2255,2255,100,94,5,0,N
US CENTURY BK,USCB FNCL HOLDS,431,3146150,"MIAMI, FL",SNM,2245,2245,100,94,9,0,Y
GUARANTY BK,QCR HOLDS,432,3804535,"SPRINGFIELD, MO",SMB,2244,2244,100,94,13,0,N
SUNRISE BKS NA,DBA SUNRISE BKS,433,860053,"SAINT PAUL, MN",NAT,2244,2244,100,94,3,0,N
MERIDIAN BK,MERIDIAN CORP,434,3271799,"MALVERN, PA",SNM,2232,2232,100,94,6,0,N
WEST TX NB,FIRST WEST TX BSHRS,435,237066,"MIDLAND, TX",NAT,2232,2232,100,94,11,0,N
CAPITAL BANK NA,CAPITAL BC,436,2808602,"ROCKVILLE, MD",NAT,2224,2224,100,94,5,0,N
OAKSTAR BK,OAKSTAR BSHRS,437,3374412,"SPRINGFIELD, MO",SMB,2219,2219,100,94,18,0,N
NEXTIER BK NA,NEXTIER,438,18827,"KITTANNING, PA",NAT,2213,2213,100,94,27,0,N
BEVERLY B&TC NA,WINTRUST FC,439,3216017,"CHICAGO, IL",NAT,2212,2212,100,94,7,0,N
TEXAS PTNRS BK,SOUTHWEST BSHRS,440,3548567,"SAN ANTONIO, TX",SNM,2201,2201,100,94,9,0,N
FCB BKS,FIRST CO BANCORP,441,1459717,"COLLINSVILLE, IL",SNM,2200,2200,100,94,18,0,N
INTERAUDI BK,,442,538802,"NEW YORK, NY",SNM,2198,2198,100,94,1,0,Y
AVIDBANK,AVIDBANK HOLD,443,3214059,"SAN JOSE, CA",SNM,2197,2197,100,94,0,0,N
PEOPLES BK A CODORUS VALLEY,CODORUS VALLEY BC,444,556815,"YORK, PA",SNM,2187,2187,100,94,29,0,N
WAYNE BK,NORWOOD FNCL,445,59316,"HONESDALE, PA",SNM,2181,2181,100,94,28,0,N
CREWS B&TC,CREWS BKG CORP,446,200435,"WAUCHULA, FL",SNM,2162,2162,100,94,20,0,N
UNITED BK,UNITED BC,447,37435,"ZEBULON, GA",SNM,2158,2158,100,94,17,0,N
EVANS BK NA,EVANS BC,448,292908,"ANGOLA, NY",NAT,2158,2158,100,94,17,0,N
TEXAS FIRST BK,TEXAS INDEPENDENT BSHRS,449,473266,"TEXAS CITY, TX",SMB,2157,2157,100,94,26,0,N
FIRST UNITED BK,PLAINS BC,450,578255,"DIMMITT, TX",SNM,2157,2157,100,94,17,0,N
HANOVER COMM BK,HANOVER BC,451,3793714,"GARDEN CITY PARK, NY",SNM,2149,2149,100,94,8,0,N
CENTRAL BK,COMMERCIAL FNCL CORP,452,546544,"STORM LAKE, IA",SMB,2144,2144,100,94,23,0,N
OPEN BK,OP BC,453,3357219,"LOS ANGELES, CA",SNM,2142,2142,100,94,10,0,N
GATEWAY FIRST BK,GATEWAY FIRST BC,454,3851427,"JENKS, OK",SNM,2141,2141,100,94,8,0,N
COUNTRY CLUB BK,CCB FNCL CORP,455,625654,"KANSAS CITY, MO",SMB,2141,2141,100,94,23,0,N
FIRST NB OF FORT SMITH,FIRST BK CORP,456,397540,"FORT SMITH, AR",NAT,2138,2138,100,94,26,0,N
ONE CMNTY BK,BOSSHARD FNCL GRP,457,247140,"OREGON, WI",SMB,2136,2136,100,94,14,0,N
FIRST FED BK,FIRST NORTHWEST BC,458,403179,"PORT ANGELES, WA",SNM,2132,2132,100,94,11,0,N
SUSSER BK,SBH MANAGER LLC,459,965789,"DALLAS, TX",SMB,2120,2120,100,94,8,0,N
FIRST WESTERN B&TC,WESTBRAND,460,687951,"MINOT, ND",SMB,2116,2116,100,94,16,0,N
TEXASBANK,TEXAS BANC FNCL CORP,461,232856,"BROWNWOOD, TX",SNM,2114,2114,100,94,14,0,N
INB NA,ILLINOIS NAT BC,462,925037,"SPRINGFIELD, IL",NAT,2109,2109,100,94,12,0,N
SOMERSET TC,SOMERSET TR HC,463,212522,"SOMERSET, PA",SNM,2103,2103,100,94,42,0,N
GUARANTY B&TC,GUARANTY CAPITAL CORP,464,84541,"BELZONI, MS",SNM,2097,2097,100,94,24,0,N
PEOPLES BK,FINWARD BC,465,568470,"MUNSTER, IN",SNM,2088,2088,100,94,28,0,N
MONTECITO B&T,MONTECITO BC,466,514066,"SANTA BARBARA, CA",SNM,2083,2083,100,94,14,0,N
PINNACLE BK,PINNACLE FC,467,366238,"ELBERTON, GA",SNM,2076,2076,100,94,24,0,N
MARQUETTE BK,MARQUETTE NAT CORP,468,716833,"CHICAGO, IL",SMB,2074,2074,100,94,19,0,N
CALPRIVATE BK,PRIVATE BC OF AMER,469,3545258,"LA JOLLA, CA",SNM,2074,2074,100,94,5,0,N
WESTERN ST BK,WESTERN ST AGY INC ESOP & TR,470,233554,"DEVILS LAKE, ND",SNM,2073,2073,100,94,9,0,N
ISABELLA BK,ISABELLA BK CORP,471,74140,"MOUNT PLEASANT, MI",SMB,2069,2069,100,94,29,0,N
COMMUNITY NB&TC,COMMUNITY BC,472,923752,"CHANUTE, KS",NAT,2062,2062,100,94,39,0,N
SUTTON BK,SUTTON BSHRS,473,110413,"ATTICA, OH",SNM,2062,2062,100,94,7,0,N
OPPORTUNITY BK OF MT,EAGLE BC MT,474,685676,"HELENA, MT",SMB,2061,2061,100,94,29,0,N
FIRST BK CHICAGO,FIRST BK CHICAGO CORP,475,804338,"HIGHLAND PARK, IL",SNM,2059,2059,100,94,2,0,N
SCHAUMBURG B&TC NA,WINTRUST FC,476,2970657,"SCHAUMBURG, IL",NAT,2021,2021,100,94,6,0,N
